tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GRNT,P/B,,,,,,0.39,0.27,0.22,0.34,,,,
GRNT,P/S,,,,,,0.13,0.08,0.11,0.39,,,,
GRNT,P/CF,,,,,,779.49,2.99,-6.3,7.37,,,,
GRNT,P/FCF,,,,,,779.49,2.99,,7.37,,,,
GRNT,EV/S,,,,,,0.13,0.06,0.11,0.34,,,,
GRNT,EV/EBITDA,,,,,,3.75,2.54,2.42,2.14,,,,
GRNT,EV/EBIT,,,,,,3.75,2.54,2.42,2.14,,,,
GRNT,Коэффициент долга,,,,,,0.48,0.61,0.56,0.23,,,,
GRNT,D/E,,,,,,0.94,1.54,1.25,0.29,,,,
GRNT,NetDebt/EBITDA,,,,,,-0.1,-0.57,-0.03,-0.29,,,,
GRNT,Долг/EBITDA,,,,,,0.03,0.11,0.12,0.09,,,,
GRNT,ROE,,,,,,8.07,11.8,7.29,11.07,,,,
GRNT,ROA,,,,,,4.16,4.65,3.24,8.55,,,,
GRNT,Return on Sales,,,,,,3.48,2.45,4.53,15.91,,,,
GRNT,ROIC,,,,,,8.17,6.86,-2.13,10.57,,,,
GRNT,ROCE,,,,,,5.27,3.38,4.05,13.8,,,,
GRNT,Net Margin,,,,,,2.75,3.37,3.62,12.76,,,,
GRNT,Операционная маржа,,,,,,3.48,2.45,-1.32,15.19,,,,
GRNT,EBITDA рентабельность,,,,,,3.48,2.45,4.53,15.91,,,,
GTRK,P/E,,,,,,,,13.36,36.29,8.89,29.71,38.58,
GTRK,P/B,,,,,,,,0.71,0.49,0.33,0.58,5.6,
GTRK,P/S,,,,,,,,0.36,0.24,0.14,0.19,1.7,
GTRK,P/CF,,,,,,,,4.39,4.39,3.59,5.01,-48.56,
GTRK,P/FCF,,,,,,,,17.74,9.71,,11.22,,
GTRK,EV/S,,,,,,,,0.52,0.42,0.29,0.31,1.94,
GTRK,EV/EBITDA,,,,,,,,3.56,4.36,3.42,5.51,17.53,
GTRK,EV/EBIT,,,,,,,,6.0709,13.1378,6.9114,10.6402,25.4887,
GTRK,Коэффициент долга,,,,,,,,0.51,0.5,0.53,0.52,0.59,
GTRK,D/E,,,,,,,,1.0263,1.0123,1.1384,1.0835,1.4482,
GTRK,CAPEX/Выручка,,,,,,,,6.2501,3.0044,5.3892,2.1453,0.8112,
GTRK,NetDebt/EBITDA,,,,,,,,1.0651,1.8656,1.8187,2.102,2.1049,
GTRK,Долг/EBITDA,,,,,,,,1.43,2.45,2.67,2.63,2.23,
GTRK,ROE,,,,,,,,5.3,1.35,3.75,1.94,14.52,
GTRK,ROA,,,,,,,,2.62,0.67,1.75,0.93,5.93,
GTRK,Return on Sales,,,,,,,,8.57,3.21,4.22,2.95,7.6,
GTRK,ROIC,,,,,,,,6.92,3.11,6.22,4.52,14.62,
GTRK,ROCE,,,,,,,,10.4827,4.5203,6.8376,5.9264,18.3664,
GTRK,Net Margin,,,,,,,,2.73,0.6641,1.5383,0.654,4.4196,
GTRK,Операционная маржа,,,,,,,,8.5705,3.2081,4.2215,2.9529,7.6016,
GTRK,EBITDA рентабельность,,,,,,,,14.6309,9.6745,8.5268,5.7029,11.0551,
GTRK,Тек. ливкидность,,,,,,,,1.1477,0.9459,1.1564,1.1974,0.7477,
HEAD,P/E,,,,,,,,45.85,66.6,36.55,16.67,,
HEAD,P/B,,,,,,,,19.79,33.87,33.74,8.98,,
HEAD,P/S,,,,,,,,8.52,14.07,12.33,3.37,,
HEAD,P/CF,,,,,,,,25.43,36.24,22.74,7.94,,
HEAD,P/FCF,,,,,,,,31.15,39.38,23.46,8.43,,
HEAD,EV/S,,,,,,,,8.91,14.66,12.41,3.27,,
HEAD,EV/EBITDA,,,,,,,,17.66,28.99,22.9,6.45,,
HEAD,EV/EBIT,,,,,,,,25.2307,41.5488,27.2014,10.1605,,
HEAD,Коэффициент долга,,,,,,,,0.74,0.81,0.74,0.71,,
HEAD,D/E,,,,,,,,2.8484,4.1793,2.8204,2.4822,,
HEAD,CAPEX/Выручка,,,,,,,,6.1559,3.0971,1.6648,2.4846,,
HEAD,NetDebt/EBITDA,,,,,,,,0.7733,1.1724,0.1404,-0.1939,,
HEAD,Долг/EBITDA,,,,,,,,1.3,1.98,0.93,0.83,,
HEAD,ROE,,,,,,,,46.66,53.75,92.11,53.78,,
HEAD,ROA,,,,,,,,12.13,10.38,24.11,15.45,,
HEAD,Return on Sales,,,,,,,,35.33,35.28,45.62,32.16,,
HEAD,ROIC,,,,,,,15.13,23.87,16.62,38.75,46.22,,
HEAD,ROCE,,,,,,,,32.97,23.3144,50.7591,55.0851,,
HEAD,Net Margin,,,,,,,,20.2989,22.7699,34.3985,20.4117,,
HEAD,Операционная маржа,,,,,,,34.3063,36.0156,34.2938,43.5403,38.2743,,
HEAD,EBITDA рентабельность,,,,,,,,50.4703,50.5548,54.1868,50.6627,,
HEAD,Тек. ливкидность,,,,,,,,0.483,0.6756,0.8693,0.7263,,
HNFG,P/E,,,,,,,,,,,,9.33,
HNFG,P/B,,,,,,,,,,,,2.81,
HNFG,P/S,,,,,,,,,,,,1.31,
HNFG,P/CF,,,,,,,,,,,,4.87,
HNFG,EV/S,,,,,,,,,,,2.27,1.28,
HNFG,EV/EBITDA,,,,,,,,,,,7.47,4.49,
HNFG,EV/EBIT,,,,,,,,,,,8.4431,5.1949,
HNFG,Коэффициент долга,,,,,,,,,,,0.79,0.61,
HNFG,D/E,,,,,,,,,,,3.8761,1.5714,
HNFG,CAPEX/Выручка,,,,,,,,,,,15.645,8.0921,
HNFG,NetDebt/EBITDA,,,,,,,,,,,1.0234,-0.1051,
HNFG,Долг/EBITDA,,,,,,,,,,,1.17,0.43,
HNFG,ROE,,,,,,,,,,,61.95,30.12,
HNFG,ROA,,,,,,,,,,,12.7,11.71,
HNFG,Return on Sales,,,,,,,,,,,26.83,24.63,
HNFG,ROIC,,,,,,,,,,,24.9,23.99,
HNFG,ROCE,,,,,,,,,,,34.3966,27.8799,
HNFG,Net Margin,,,,,,,,,,,14.7339,14.0313,
HNFG,Операционная маржа,,,,,,,,,,,24.3637,27.1893,
HNFG,EBITDA рентабельность,,,,,,,,,,,30.3302,28.512,
HNFG,Тек. ливкидность,,,,,,,,,,,0.8727,1.4901,
HYDR,P/E,,,,,,,,46.58,7.46,7.76,,,
HYDR,P/B,,,,,,,,0.42,0.58,0.52,,,
HYDR,P/S,,,,,,,,0.65,0.9,0.79,,,
HYDR,P/CF,,,,,,,,3.16,3.49,3.27,,,
HYDR,P/FCF,,,,,,48.14,12.08,266.18,8.55,15.04,,,
HYDR,EV/S,,,,,,,,1.07,1.26,1.03,,,
HYDR,EV/EBITDA,,,,,,,,4.01,4.0,4.46,,,
HYDR,EV/EBIT,,,,,,,,46.5414,8.1156,6.6799,,,
HYDR,Коэффициент долга,,,,,,,,0.38,0.35,0.32,,,
HYDR,D/E,,,,,,,,0.6234,0.547,0.4785,,,
HYDR,CAPEX/Выручка,,,,,,,,20.3965,15.2853,19.0263,,,
HYDR,NetDebt/EBITDA,,,,,,,,1.5604,1.1272,1.0279,,,
HYDR,Долг/EBITDA,,,,,,,,1.98,1.61,1.66,,,
HYDR,ROE,,,,,,,,0.11,7.65,6.69,,,
HYDR,ROA,,,,,,,,0.07,4.95,4.52,,,
HYDR,Return on Sales,,,,,,,,2.29,15.49,15.47,,,
HYDR,ROIC,,,,,,,,0.11,5.28,5.65,,,
HYDR,ROCE,,,,,,,,1.0518,7.4675,8.0848,,,
HYDR,Net Margin,,,,,,,,0.1754,12.1739,10.3632,,,
HYDR,Операционная маржа,,,,,,,,3.0428,15.4553,14.1094,,,
HYDR,EBITDA рентабельность,,,,,,,,26.5927,31.4226,23.1838,,,
HYDR,Тек. ливкидность,,,,,,,,1.5115,1.3964,4.9252,,,
IRAO,P/E,,,,,,,5.74,6.44,7.4,,3.07,,
IRAO,P/B,,,,,,,0.84,0.95,0.9,,0.45,,
IRAO,P/S,,,,,,,0.42,0.51,0.56,,0.28,,
IRAO,P/CF,,,,,,,4.27,4.99,5.46,,2.79,,
IRAO,P/FCF,,,,,,,5.86,6.5,7.58,,4.93,,
IRAO,EV/S,,,,,,,0.25,0.32,0.33,,0.09,,
IRAO,EV/EBITDA,,,,,,,1.97,2.32,2.63,,0.75,,
IRAO,EV/EBIT,,,,,,,2.8607,2.9361,3.8478,,0.9185,,
IRAO,Коэффициент долга,,,,,,,0.33,0.26,0.29,,0.28,,
IRAO,D/E,,,,,,,0.5008,0.3586,0.4044,,0.3943,,
IRAO,CAPEX/Выручка,,,,,,,2.6772,2.3705,2.8943,,4.3415,,
IRAO,NetDebt/EBITDA,,,,,,,-1.3743,-1.3887,-1.9101,,-1.6712,,
IRAO,Долг/EBITDA,,,,,,,0.08,0.02,0.02,,0.09,,
IRAO,ROE,,,,,,,14.76,14.82,12.25,,14.6,,
IRAO,ROA,,,,,,,9.84,10.91,8.72,,10.47,,
IRAO,Return on Sales,,,,,,,8.7,10.85,8.47,,9.48,,
IRAO,ROIC,,,,,,,12.33,12.45,8.72,,9.66,,
IRAO,ROCE,,,,,,,15.2108,17.971,11.5289,,13.2797,,
IRAO,Net Margin,,,,,,,7.4461,7.938,7.6514,,9.2843,,
IRAO,Операционная маржа,,,,,,,9.0682,9.5248,8.1659,,8.5707,,
IRAO,EBITDA рентабельность,,,,,,,12.6015,13.7096,12.4,,11.5519,,
IRAO,Тек. ливкидность,,,,,,,2.0193,2.9935,3.2112,,3.0105,,
IRKT,P/S,,,,,,0.21,,,,,,,
IRKT,P/CF,,,,,,-36.28,,,,,,,
IRKT,P/FCF,,3.05,,,,,,,,,,,
IRKT,EV/S,,,,,,1.59,,,,,,,
IRKT,EV/EBITDA,,,,,,18.11,,,,,,,
IRKT,EV/EBIT,,,,,,96.3171,,,,,,,
IRKT,CAPEX/Выручка,,,,,,19.4959,,,,,,,
IRKT,NetDebt/EBITDA,,,,,,15.6673,,,,,,,
IRKT,Долг/EBITDA,,,,,,19.2,,,,,,,
IRKT,Return on Sales,,,,,,1.65,,,,,,,
IRKT,ROIC,,,,,,0.45,,,,,,,
IRKT,ROCE,,,,,,0.896,,,,,,,
IRKT,Net Margin,,,,,,-1.2552,,,,,,,
IRKT,Операционная маржа,,,,,,1.6481,,,,,,,
IRKT,EBITDA рентабельность,,,,,,8.765,,,,,,,
IRKT,Тек. ливкидность,,,,,,1.4677,,,,,,,
IVAT,EV/S,,,,,,,,,,,-0.25,11.39,
IVAT,EV/EBITDA,,,,,,,,,,,-0.34,14.53,
IVAT,EV/EBIT,,,,,,,,,,,-0.3404,15.9092,
IVAT,Коэффициент долга,,,,,,,,,,,0.22,0.23,
IVAT,D/E,,,,,,,,,,,0.2831,0.3058,
IVAT,CAPEX/Выручка,,,,,,,,,,,42.8071,26.4368,
IVAT,NetDebt/EBITDA,,,,,,,,,,,-0.3404,-0.0283,
IVAT,Долг/EBITDA,,,,,,,,,,,0.01,0.11,
IVAT,ROE,,,,,,,,,,,38.64,46.51,
IVAT,ROA,,,,,,,,,,,30.11,35.62,
IVAT,Return on Sales,,,,,,,,,,,74.19,71.59,
IVAT,ROIC,,,,,,,,,,,36.36,42.09,
IVAT,ROCE,,,,,,,,,,,36.3585,42.0877,
IVAT,Net Margin,,,,,,,,,,,72.7449,71.8761,
IVAT,Операционная маржа,,,,,,,,,,,74.186,71.5853,
IVAT,EBITDA рентабельность,,,,,,,,,,,74.186,78.3738,
IVAT,Тек. ливкидность,,,,,,,,,,,2.0015,2.7746,
KAZT,P/E,,,,,,,,13.77,51.52,4.36,2.79,,
KAZT,P/B,,,,,,,,1.1,1.13,1.92,1.33,,
KAZT,P/S,,,,,,,,0.61,0.7,1.05,1.1,,
KAZT,P/CF,,,,,,,,13.73,3.75,3.56,3.67,,
KAZT,P/FCF,,,,,,,5.18,,10.36,4.31,4.44,,
KAZT,EV/S,,,,,,,,1.02,1.1,1.1,0.94,,
KAZT,EV/EBITDA,,,,,,,,7.86,6.39,3.22,2.03,,
KAZT,EV/EBIT,,,,,,,,14.4913,10.0594,3.7299,2.2152,,
KAZT,Коэффициент долга,,,,,,,,0.51,0.53,0.47,0.3,,
KAZT,D/E,,,,,,,,1.0561,1.1125,0.9031,0.4195,,
KAZT,CAPEX/Выручка,,,,,,,,6.7356,11.8842,5.1504,5.1902,,
KAZT,NetDebt/EBITDA,,,,,,,,3.1701,2.3398,0.163,-0.3356,,
KAZT,Долг/EBITDA,,,,,,,,3.29,2.68,0.62,0.36,,
KAZT,ROE,,,,,,,,7.94,2.62,43.94,47.39,,
KAZT,ROA,,,,,,,,3.86,1.24,23.09,33.39,,
KAZT,Return on Sales,,,,,,,,7.04,10.93,29.61,42.43,,
KAZT,ROIC,,,,,,,,6.42,6.87,29.64,32.21,,
KAZT,ROCE,,,,,,,,7.1643,9.8136,37.3813,44.2201,,
KAZT,Net Margin,,,,,,,,4.4045,1.6321,24.1848,39.3057,,
KAZT,Операционная маржа,,,,,,,,8.1492,11.6713,28.8596,36.6779,,
KAZT,EBITDA рентабельность,,,,,,,,12.9803,17.2157,34.2512,46.2134,,
KAZT,Тек. ливкидность,,,,,,,,1.6123,1.5183,1.5273,2.3922,,
KAZTP,P/E,,,,,,,,13.77,51.52,4.36,2.79,,
KAZTP,P/B,,,,,,,,1.1,1.13,1.92,1.33,,
KAZTP,P/S,,,,,,,,0.61,0.7,1.05,1.1,,
KAZTP,P/CF,,,,,,,,13.73,3.75,3.56,3.67,,
KAZTP,P/FCF,,,,,,,5.18,,10.36,4.31,4.44,,
KAZTP,EV/S,,,,,,,,1.02,1.1,1.1,0.94,,
KAZTP,EV/EBITDA,,,,,,,,7.86,6.39,3.22,2.03,,
KAZTP,EV/EBIT,,,,,,,,14.4913,10.0594,3.7299,2.2152,,
KAZTP,Коэффициент долга,,,,,,,,0.51,0.53,0.47,0.3,,
KAZTP,D/E,,,,,,,,1.0561,1.1125,0.9031,0.4195,,
KAZTP,CAPEX/Выручка,,,,,,,,6.7356,11.8842,5.1504,5.1902,,
KAZTP,NetDebt/EBITDA,,,,,,,,3.1701,2.3398,0.163,-0.3356,,
KAZTP,Долг/EBITDA,,,,,,,,3.29,2.68,0.62,0.36,,
KAZTP,ROE,,,,,,,,7.94,2.62,43.94,47.39,,
KAZTP,ROA,,,,,,,,3.86,1.24,23.09,33.39,,
KAZTP,Return on Sales,,,,,,,,7.04,10.93,29.61,42.43,,
KAZTP,ROIC,,,,,,,,6.42,6.87,29.64,32.21,,
KAZTP,ROCE,,,,,,,,7.1643,9.8136,37.3813,44.2201,,
KAZTP,Net Margin,,,,,,,,4.4045,1.6321,24.1848,39.3057,,
KAZTP,Операционная маржа,,,,,,,,8.1492,11.6713,28.8596,36.6779,,
KAZTP,EBITDA рентабельность,,,,,,,,12.9803,17.2157,34.2512,46.2134,,
KAZTP,Тек. ливкидность,,,,,,,,1.6123,1.5183,1.5273,2.3922,,
KLSB,P/E,,,,,,,,17.3,13.34,11.21,8.73,24.17,
KLSB,P/B,,,,,,,,1.03,0.97,0.86,0.69,2.15,
KLSB,P/S,,,,,,,,0.05,0.05,0.04,0.03,0.1,
KLSB,P/CF,,,,,,,,2.91,3.36,1.89,2.34,3.83,
KLSB,P/FCF,,,,,,,,3.78,3.95,2.9,8.78,7.72,
KLSB,EV/S,,,,,,,,0.2,0.2,0.17,0.15,0.2,
KLSB,EV/EBITDA,,,,,,,,7.01,8.27,6.01,5.14,7.95,
KLSB,EV/EBIT,,,,,,,,8.9582,10.5922,7.9784,6.4862,10.4485,
KLSB,Коэффициент долга,,,,,,,,0.82,0.85,0.83,0.81,0.81,
KLSB,D/E,,,,,,,,4.6499,5.567,5.003,4.4007,4.1692,
KLSB,CAPEX/Выручка,,,,,,,,0.3821,0.2036,0.7289,1.0473,1.3232,
KLSB,NetDebt/EBITDA,,,,,,,,5.3057,6.3982,4.6047,4.0172,3.9424,
KLSB,Долг/EBITDA,,,,,,,,5.39,7.3,5.07,4.32,4.51,
KLSB,ROE,,,,,,,,5.93,7.25,7.69,7.93,8.89,
KLSB,ROA,,,,,,,,1.05,1.1,1.28,1.47,1.72,
KLSB,Return on Sales,,,,,,,,2.22,1.93,2.11,2.35,1.9,
KLSB,ROIC,,,,,,,,16.36,7.53,11.48,14.55,13.42,
KLSB,ROCE,,,,,,,,23.7451,9.3287,14.3806,18.3781,16.3958,
KLSB,Net Margin,,,,,,,,0.28,0.3467,0.3514,0.3819,0.4152,
KLSB,Операционная маржа,,,,,,,,2.1111,1.9323,2.1129,2.4269,1.902,
KLSB,EBITDA рентабельность,,,,,,,,2.8388,2.4663,2.8057,2.9606,2.5017,
KLSB,Тек. ливкидность,,,,,,,,0.693,1.2675,0.8755,0.7427,0.6771,
KMAZ,P/FCF,196.44,23.14,,,,,,,,,,,
KROT,P/E,,,,,,,,9.23,-18.75,,,,
KROT,P/B,,,,,,,,0.39,0.48,,,,
KROT,P/S,,,,,,,,0.22,0.27,,,,
KROT,P/CF,,,,,,,,-30.15,-10.88,,,,
KROT,P/FCF,,,,,39.94,18.3,3.59,,,,,,
KROT,EV/S,,,,,,,,0.23,0.3,,,,
KROT,EV/EBITDA,,,,,,,,4.25,87.68,,,,
KROT,EV/EBIT,,,,,,,,8.5177,-14.8107,,,,
KROT,Коэффициент долга,,,,,,,,0.29,0.34,,,,
KROT,D/E,,,,,,,,0.3987,0.52,,,,
KROT,CAPEX/Выручка,,,,,,,,2.2005,1.4218,,,,
KROT,NetDebt/EBITDA,,,,,,,,0.2452,7.5502,,,,
KROT,Долг/EBITDA,,,,,4.03,0.11,0.04,0.36,10.18,,,,
KROT,ROE,,,,,,,,3.6,-4.64,,,,
KROT,ROA,,,,,,,,2.57,-3.05,,,,
KROT,Return on Sales,,,,,,,,2.73,-1.99,,,,
KROT,ROIC,,,,,,,,3.2,-3.09,,,,
KROT,ROCE,,,,,,,,4.4683,-3.0904,,,,
KROT,Net Margin,,,,,,,,2.0961,-2.6745,,,,
KROT,Операционная маржа,,,,,,,,2.7309,-1.993,,,,
KROT,EBITDA рентабельность,,,,,,,,5.4754,0.3367,,,,
KROT,Тек. ливкидность,,,,,,,,2.0304,2.0224,,,,
KZOS,P/E,,,,,,9.59,,,,,,,
KZOS,P/B,,,,,,2.63,,,,,,,
KZOS,P/S,,,,,,2.0,,,,,,,
KZOS,P/CF,,,,,,5.84,,,,,,,
KZOS,P/FCF,,,,,,8.14,,,,,,,
KZOS,EV/S,,,,,,1.86,,,,,,,
KZOS,EV/EBITDA,,,,,,6.08,,,,,,,
KZOS,EV/EBIT,,,,,,7.1114,,,,,,,
KZOS,Коэффициент долга,,,,,,0.17,,,,,,,
KZOS,D/E,,,,,,0.1991,,,,,,,
KZOS,CAPEX/Выручка,,,,,6.8689,9.7093,,,,,,,
KZOS,NetDebt/EBITDA,,,,,,-0.4684,,,,,,,
KZOS,Долг/EBITDA,,2.23,1.56,0.46,0.23,,,,,,,,
KZOS,ROE,,,,,,27.45,,,,,,,
KZOS,ROA,,,,,,22.89,,,,,,,
KZOS,Return on Sales,,,,,,26.14,,,,,,,
KZOS,ROIC,,,,,,26.06,,,,,,,
KZOS,ROCE,,,,,,33.0905,,,,,,,
KZOS,Net Margin,,,,,,20.8818,,,,,,,
KZOS,Операционная маржа,,,,,,26.1864,,,,,,,
KZOS,EBITDA рентабельность,,,,,,30.5869,,,,,,,
KZOS,Тек. ливкидность,,,,,,2.4735,,,,,,,
KZOSP,P/E,,,,,,9.59,,,,,,,
KZOSP,P/B,,,,,,2.63,,,,,,,
KZOSP,P/S,,,,,,2.0,,,,,,,
KZOSP,P/CF,,,,,,5.84,,,,,,,
KZOSP,P/FCF,,,,,,8.14,,,,,,,
KZOSP,EV/S,,,,,,1.86,,,,,,,
KZOSP,EV/EBITDA,,,,,,6.08,,,,,,,
KZOSP,EV/EBIT,,,,,,7.1114,,,,,,,
KZOSP,Коэффициент долга,,,,,,0.17,,,,,,,
KZOSP,D/E,,,,,,0.1991,,,,,,,
KZOSP,CAPEX/Выручка,,,,,6.8689,9.7093,,,,,,,
KZOSP,NetDebt/EBITDA,,,,,,-0.4684,,,,,,,
KZOSP,Долг/EBITDA,,2.23,1.56,0.46,0.23,,,,,,,,
KZOSP,ROE,,,,,,27.45,,,,,,,
KZOSP,ROA,,,,,,22.89,,,,,,,
KZOSP,Return on Sales,,,,,,26.14,,,,,,,
KZOSP,ROIC,,,,,,26.06,,,,,,,
KZOSP,ROCE,,,,,,33.0905,,,,,,,
KZOSP,Net Margin,,,,,,20.8818,,,,,,,
KZOSP,Операционная маржа,,,,,,26.1864,,,,,,,
KZOSP,EBITDA рентабельность,,,,,,30.5869,,,,,,,
KZOSP,Тек. ливкидность,,,,,,2.4735,,,,,,,
LEAS,Коэффициент долга,,,,,,,,0.82,0.83,0.85,0.82,0.83,
LEAS,D/E,,,,,,,,4.7011,4.7806,5.5428,4.597,4.9238,
LEAS,CAPEX/Выручка,,,,,,,,3.6406,1.445,0.9419,0.685,0.5452,
LEAS,ROE,,,,,,,,34.64,35.27,33.19,35.16,33.11,
LEAS,ROA,,,,,,,,6.08,6.1,5.07,6.28,5.59,
LEAS,Net Margin,,,,,,,,42.6159,45.41,47.9929,48.3337,46.8855,
LENT,P/E,,,,,,,,-33.53,7.75,7.82,22.16,-29.53,
LENT,P/B,,,,,,,,1.2,1.36,0.91,0.62,0.61,
LENT,P/S,,,,,,,,0.22,0.29,0.2,0.15,0.13,
LENT,P/CF,,,,,,,,2.77,4.27,2.58,3.07,1.61,
LENT,P/FCF,,,,,,,,,5.72,3.42,5.25,2.09,
LENT,EV/S,,,,,,,,0.41,0.49,0.44,0.34,0.41,
LENT,EV/EBITDA,,,,,,,,4.32,4.89,4.55,5.68,7.46,
LENT,EV/EBIT,,,,,,,,18.1017,7.6043,2.1162,11.8957,21.671,
LENT,Коэффициент долга,,,,,,,,0.76,0.66,0.69,0.63,0.73,
LENT,D/E,,,,,,,,3.1644,1.9473,2.2095,1.6735,2.6436,
LENT,CAPEX/Выручка,,,,,,,,3.3263,1.7085,1.931,2.0132,1.7828,
LENT,NetDebt/EBITDA,,,,,,,,1.9525,2.0389,2.4664,3.2249,5.1446,
LENT,Долг/EBITDA,,,,,,,,4.62,1.76,1.89,2.49,4.17,
LENT,ROE,,,,,,,,-3.58,17.51,11.67,2.78,-2.07,
LENT,ROA,,,,,,,,-0.86,5.94,3.64,1.04,-0.57,
LENT,Return on Sales,,,,,,,,2.26,6.49,20.83,2.9,1.88,
LENT,ROIC,,,,,,,,4.7,13.59,8.16,4.84,4.09,
LENT,ROCE,,,,,,,,4.8075,16.2111,42.6909,7.5189,3.8436,
LENT,Net Margin,,,,,,,,-0.6692,3.7125,2.5803,0.672,-0.4269,
LENT,Операционная маржа,,,,,,,,2.2074,6.5731,5.2564,2.868,1.9977,
LENT,EBITDA рентабельность,,,,,,,,9.4625,10.0818,9.6942,6.0733,5.4505,
LENT,Тек. ливкидность,,,,,,,,0.947,0.7706,0.9416,0.7915,0.8719,
LIFE,P/E,,,,,,,,-0.69,-3.93,-2.42,-6.14,-8.19,
LIFE,P/B,,,,,,,,0.91,2.04,4.88,10.51,4.74,
LIFE,P/S,,,,,,,,4.28,5.56,3.85,3.35,5.99,
LIFE,P/CF,,,,,,,,-18.09,-8.87,-26.89,-379.86,-4.89,
LIFE,EV/S,,,,,,,,4.92,6.61,4.92,4.65,7.15,
LIFE,EV/EBITDA,,,,,,,,-0.72,-5.39,-3.52,-12.61,-12.37,
LIFE,EV/EBIT,,,,,,,,-0.7083,-4.9122,-3.3492,-10.5356,-11.0256,
LIFE,Коэффициент долга,,,,,,,,0.44,0.51,0.76,0.91,0.69,
LIFE,D/E,,,,,,,,0.7782,1.0236,3.1284,10.0482,2.2224,
LIFE,CAPEX/Выручка,,,,,,,,4.9819,2.6056,0.0637,0.9142,25.9861,
LIFE,NetDebt/EBITDA,,,,,,,,-0.0929,-0.8574,-0.7684,-3.5099,-2.005,
LIFE,Долг/EBITDA,,,,,,,,-0.13,-0.88,-0.79,-3.58,-2.12,
LIFE,ROE,,,,,,,,-132.8,-51.75,-202.03,-171.34,-57.89,
LIFE,ROA,,,,,,,,-74.68,-25.57,-48.94,-15.51,-17.96,
LIFE,Return on Sales,,,,,,,,-694.29,-134.5,-146.84,-44.11,-64.84,
LIFE,ROIC,,,,,,,,-119.86,-48.44,-141.66,-102.23,-48.17,
LIFE,ROCE,,,,,,,,-134.225,-48.6577,-148.945,-102.835,-48.1705,
LIFE,Net Margin,,,,,,,,-622.452,-141.209,-159.138,-54.6511,-73.1307,
LIFE,Операционная маржа,,,,,,,,-694.295,-134.498,-146.838,-44.1141,-64.8427,
LIFE,EBITDA рентабельность,,,,,,,,-685.384,-122.552,-139.548,-36.8686,-57.7847,
LIFE,Тек. ливкидность,,,,,,,,0.5047,0.4539,0.2077,0.1686,0.3588,
LKOH,P/E,,,,,,,6.04,6.88,236.6,5.87,,,
LKOH,P/B,,,,,,,0.92,1.11,0.87,1.01,,,
LKOH,P/S,,,,,,,0.47,0.56,0.64,0.48,,,
LKOH,P/CF,,,,,,,3.71,3.82,4.62,4.03,,,
LKOH,P/FCF,,,,,,,6.74,6.28,12.77,6.54,,,
LKOH,EV/S,,,,,,,0.47,0.54,0.66,0.47,,,
LKOH,EV/EBITDA,,,,,,,3.27,3.46,5.4,3.16,,,
LKOH,EV/EBIT,,,,,,,4.7428,5.2559,28.5884,4.487,,,
LKOH,Коэффициент долга,,,,,,,0.29,0.33,0.31,0.34,,,
LKOH,D/E,,,,,,,0.4072,0.4967,0.4505,0.5177,,,
LKOH,CAPEX/Выручка,,,,,,8.6158,5.6189,5.7386,8.7854,4.5897,,,
LKOH,NetDebt/EBITDA,,,,,,,0.014,-0.109,0.1776,-0.075,,,
LKOH,Долг/EBITDA,,,,,,,0.44,0.31,0.68,0.41,,,
LKOH,ROE,,,,,,,15.25,16.16,0.4,17.15,,,
LKOH,ROA,,,,,,,10.84,10.8,0.28,11.3,,,
LKOH,Return on Sales,,,,,,,9.85,10.36,2.3,10.47,,,
LKOH,ROIC,,,,,,,12.87,14.02,0.93,13.97,,,
LKOH,ROCE,,,,,,,16.4345,17.1452,2.5433,17.5801,,,
LKOH,Net Margin,,,,,,,7.7291,8.1903,0.2949,8.2194,,,
LKOH,Операционная маржа,,,,,,,9.6034,10.4715,4.9944,10.3755,,,
LKOH,EBITDA рентабельность,,,,,,,14.3108,15.7628,12.1839,14.8848,,,
LKOH,Тек. ливкидность,,,,,,,1.6166,1.2869,1.4413,1.7267,,,
LNZL,P/E,,,,,,,,8.84,,,,,
LNZL,P/B,,,,,,,,0.53,,,,,
LNZL,P/S,,,,,,0.85,0.59,0.64,,,,,
LNZL,P/CF,,,,,,,,2.46,,,,,
LNZL,P/FCF,,,,,,,8.6,3.99,,,,,
LNZL,EV/S,,,,,,0.03,-0.34,-0.21,,,,,
LNZL,EV/EBITDA,,,,,,,,-0.96,,,,,
LNZL,EV/EBIT,,,,,,,,-1.5898,,,,,
LNZL,Коэффициент долга,,,,,,,0.18,0.19,,,,,
LNZL,D/E,,,,,,,,0.2308,,,,,
LNZL,CAPEX/Выручка,,,,2.2612,8.6908,14.615,12.5443,9.937,,,,,
LNZL,NetDebt/EBITDA,,,,,,,,-3.8421,,,,,
LNZL,Долг/EBITDA,,,,,,,,0.16,,,,,
LNZL,ROE,,,,,,,,8.69,,,,,
LNZL,ROA,,,,,,,,7.06,,,,,
LNZL,Return on Sales,,,,,,-2.85,27.54,13.4,,,,,
LNZL,ROIC,,,,,,,,11.97,,,,,
LNZL,ROCE,,,,,,,,9.0469,,,,,
LNZL,Net Margin,,,,,,-5.2171,20.4154,11.2695,,,,,
